timestamp,window_id,slug,status,llm_side,llm_confidence,llm_strength,llm_reason,llm_risk,key_drivers,result_winner,result_correct,current_atr,secs_to_start,spot_price,spot_velocity_usd_per_sec,spot_smoothed_velocity_usd_per_sec,spot_acceleration_usd_per_sec2,up_bid,up_ask,down_bid,down_ask
1780577999959,8,btc-updown-5m-1780577700,result,UP,0.6500,medium,Positive and accelerating momentum indicators suggest upward continuation into the window open.,"Recent LLM accuracy is at 50%, indicating a highly volatile regime where momentum can quickly reverse.",Positive smoothed velocity of 1.26 USD/sec | Positive acceleration of 0.49 USD/sec2 | UP contract ask is near parity at 0.49,DOWN,false,120.6857,0,63701.3789,0.327147,0.205703,-0.021220,0.0100,0.0100,0.9900,1.0000
1780578182404,10,btc-updown-5m-1780578300,ok,DOWN,0.6500,medium,Strong negative raw and smoothed velocity indicate downward momentum leading into the window open.,Slightly positive acceleration suggests the downward move may be decelerating or preparing to reverse.,Negative raw velocity of -1.27 USD/sec | Negative smoothed velocity of -0.80 USD/sec | Recent downward trend in spot price,,,116.0643,120,63611.8705,-1.273036,-0.799115,0.079625,0.5000,0.5100,0.5000,0.5100
1780578299964,9,btc-updown-5m-1780578000,result,UP,0.5500,weak,"Raw velocity and acceleration have turned positive, suggesting a potential short-term upward reversal despite negative smoothed velocity.","Smoothed velocity remains slightly negative, indicating the broader micro-trend is still consolidating.",Positive raw velocity of 0.094 USD/sec | Positive acceleration of 0.045 USD/sec2 indicating upward momentum shift | Upward contract ask is near parity at 0.52,DOWN,false,103.7643,0,63644.7300,-2.584165,-2.441192,0.567443,0.0100,0.0100,0.9900,1.0000
1780578483281,11,btc-updown-5m-1780578600,ok,UP,0.6500,medium,Strong positive velocity and acceleration indicate upward momentum leading into the window open.,High short-term volatility (ATR of 103.79) could cause rapid mean reversion before the window lock.,Positive smoothed velocity of 1.39 USD/sec | Positive acceleration of 0.028 USD/sec2 | Upward price momentum leading up to the 13:10:00 open,,,103.7857,120,63578.9484,1.080916,1.387519,0.028444,0.5100,0.5200,0.4900,0.5000
1780578599962,10,btc-updown-5m-1780578300,result,DOWN,0.6500,medium,Strong negative raw and smoothed velocity indicate downward momentum leading into the window open.,Slightly positive acceleration suggests the downward move may be decelerating or preparing to reverse.,Negative raw velocity of -1.27 USD/sec | Negative smoothed velocity of -0.80 USD/sec | Recent downward trend in spot price,DOWN,true,105.9571,0,63562.5563,0.206839,-0.332867,0.057881,0.0100,0.0100,0.9900,1.0000
1780578783605,12,btc-updown-5m-1780578900,ok,DOWN,0.6500,medium,Negative velocity and acceleration indicate strong downward momentum leading into the window open.,Sudden reversal or mean reversion near the PTB strike setting could invalidate the short-term trend.,Negative raw velocity of -0.37 USD/sec | Negative acceleration of -0.91 USD/sec2 | Consistent short-term downward trend in the minutes before open,,,110.4143,120,63627.9481,-0.368424,-0.253791,-0.914970,0.5100,0.5200,0.4900,0.5000
1780578899965,11,btc-updown-5m-1780578600,result,UP,0.6500,medium,Strong positive velocity and acceleration indicate upward momentum leading into the window open.,High short-term volatility (ATR of 103.79) could cause rapid mean reversion before the window lock.,Positive smoothed velocity of 1.39 USD/sec | Positive acceleration of 0.028 USD/sec2 | Upward price momentum leading up to the 13:10:00 open,DOWN,false,111.3571,0,63524.6728,-2.457242,-2.107060,0.086435,0.0100,0.0100,0.9900,1.0000
1780579083012,13,btc-updown-5m-1780579200,ok,DOWN,0.6800,medium,Strong negative velocity and acceleration indicate sustained downward momentum leading into the window open.,A sudden mean-reversion bounce near the window open could invalidate the short-term downward momentum.,Negative raw velocity of -2.28 USD/sec | Negative acceleration of -0.44 USD/sec2 | Recent historical windows showing a higher frequency of DOWN winners,,,104.1643,120,63344.8185,-2.282904,-2.625727,-0.436137,0.5100,0.5200,0.4900,0.5000
1780579199965,12,btc-updown-5m-1780578900,result,DOWN,0.6500,medium,Negative velocity and acceleration indicate strong downward momentum leading into the window open.,Sudden reversal or mean reversion near the PTB strike setting could invalidate the short-term trend.,Negative raw velocity of -0.37 USD/sec | Negative acceleration of -0.91 USD/sec2 | Consistent short-term downward trend in the minutes before open,DOWN,true,98.5643,0,63210.6216,-2.133361,-1.575093,0.055365,0.0100,0.0100,0.9900,1.0000
1780579382757,14,btc-updown-5m-1780579500,ok,DOWN,0.6500,medium,Negative smoothed velocity and acceleration combined with a strong recent regime of DOWN winners suggest continued downward pressure.,A sudden spike in raw velocity could reverse the short-term micro-trend before the window opens.,Negative smoothed velocity of -0.162 USD/sec | Negative acceleration of -0.274 USD/sec2 | Dominance of DOWN winners in recent window history,,,101.2714,120,63051.9283,0.619886,-0.162142,-0.273760,0.5300,0.5400,0.4700,0.4800
1780579499964,13,btc-updown-5m-1780579200,result,DOWN,0.6800,medium,Strong negative velocity and acceleration indicate sustained downward momentum leading into the window open.,A sudden mean-reversion bounce near the window open could invalidate the short-term downward momentum.,Negative raw velocity of -2.28 USD/sec | Negative acceleration of -0.44 USD/sec2 | Recent historical windows showing a higher frequency of DOWN winners,DOWN,true,108.7929,0,63099.6395,-4.035465,-3.204361,-0.221110,0.0100,0.0200,0.9900,1.0000
1780579683402,15,btc-updown-5m-1780579800,ok,DOWN,0.6800,medium,Strong downward velocity and a clear regime of DOWN winners in recent windows support a continuation of the bearish momentum.,"Slightly positive acceleration suggests the downward move could be decelerating, risking a mean-reversion bounce.",Negative raw and smoothed velocity indicating persistent downward pressure | Recent window history heavily dominated by DOWN outcomes (5 consecutive DOWN wins) | Current spot price action showing short-term weakness leading into the window open,,,117.4786,120,63149.8805,-2.299017,-1.475519,0.132418,0.5200,0.5300,0.4800,0.4900
1780579799974,14,btc-updown-5m-1780579500,result,DOWN,0.6500,medium,Negative smoothed velocity and acceleration combined with a strong recent regime of DOWN winners suggest continued downward pressure.,A sudden spike in raw velocity could reverse the short-term micro-trend before the window opens.,Negative smoothed velocity of -0.162 USD/sec | Negative acceleration of -0.274 USD/sec2 | Dominance of DOWN winners in recent window history,UP,false,117.1714,0,63166.3685,-0.420213,0.077105,0.327754,0.9900,1.0000,0.0100,0.0100
1780579983381,16,btc-updown-5m-1780580100,ok,UP,0.6200,medium,"Positive velocity and acceleration indicate upward momentum, supported by a potential mean reversion after a heavy streak of DOWN winners.",High short-term volatility (ATR of 145.2) could easily trigger a sudden reversal against the current momentum.,Positive smoothed velocity of 1.32 USD/sec | Positive acceleration of 0.0237 USD/sec2 | Extreme historical imbalance with 6 DOWN winners versus only 1 UP winner recently,,,145.2286,120,63603.4865,0.952180,1.323722,0.023730,0.4900,0.5000,0.5100,0.5200
1780580099967,15,btc-updown-5m-1780579800,result,DOWN,0.6800,medium,Strong downward velocity and a clear regime of DOWN winners in recent windows support a continuation of the bearish momentum.,"Slightly positive acceleration suggests the downward move could be decelerating, risking a mean-reversion bounce.",Negative raw and smoothed velocity indicating persistent downward pressure | Recent window history heavily dominated by DOWN outcomes (5 consecutive DOWN wins) | Current spot price action showing short-term weakness leading into the window open,UP,false,160.6071,0,63673.7651,-0.472007,-0.369483,-0.977708,0.9900,1.0000,0.0100,0.0100
1780580283890,17,btc-updown-5m-1780580400,ok,UP,0.6200,medium,"Strong positive velocity and smoothed momentum suggest a short-term upward push, countering the recent heavy DOWN regime.",Slight negative acceleration indicates the upward momentum could be tapering off before the window opens.,Positive raw velocity of 2.78 USD/sec indicating immediate upward pressure | Smoothed velocity remains positive at 1.89 USD/sec | Potential mean reversion after an extended sequence of DOWN-winning windows,,,170.6929,120,63769.4581,2.784411,1.891292,-0.404289,0.4800,0.4900,0.5200,0.5300
1780580399967,16,btc-updown-5m-1780580100,result,UP,0.6200,medium,"Positive velocity and acceleration indicate upward momentum, supported by a potential mean reversion after a heavy streak of DOWN winners.",High short-term volatility (ATR of 145.2) could easily trigger a sudden reversal against the current momentum.,Positive smoothed velocity of 1.32 USD/sec | Positive acceleration of 0.0237 USD/sec2 | Extreme historical imbalance with 6 DOWN winners versus only 1 UP winner recently,UP,true,189.1000,0,64120.9635,-2.430874,-0.621233,-0.430376,0.9900,1.0000,0.0100,0.0100
1780580583838,18,btc-updown-5m-1780580700,ok,DOWN,0.7500,strong,Strong negative velocity and acceleration align with a dominant recent regime of DOWN winners.,A sudden mean-reversion bounce near the window open could challenge the downward momentum.,Negative raw velocity of -6.15 USD/sec | Negative acceleration of -0.49 USD/sec2 | Recent window context showing a heavy bias toward DOWN outcomes,,,196.0286,120,63798.1566,-6.154575,-4.065315,-0.492221,0.4800,0.4900,0.5200,0.5300
1780580699969,17,btc-updown-5m-1780580400,result,UP,0.6200,medium,"Strong positive velocity and smoothed momentum suggest a short-term upward push, countering the recent heavy DOWN regime.",Slight negative acceleration indicates the upward momentum could be tapering off before the window opens.,Positive raw velocity of 2.78 USD/sec indicating immediate upward pressure | Smoothed velocity remains positive at 1.89 USD/sec | Potential mean reversion after an extended sequence of DOWN-winning windows,DOWN,false,211.3571,0,63745.7773,0.248255,1.168892,-0.164005,0.0100,0.0200,0.9900,1.0000
1780580883342,19,btc-updown-5m-1780581000,ok,UP,0.5500,medium,"Positive smoothed velocity indicates upward momentum, though negative acceleration suggests the rate of increase is slowing.",Negative acceleration could lead to a momentum reversal before the window opens.,Positive smoothed velocity of 1.45 USD/sec | Decelerating upward momentum with negative acceleration of -0.63 USD/sec2 | Recent dominance of DOWN winners in the context suggests potential mean reversion,,,187.4929,120,63863.2627,1.201323,1.445784,-0.627695,0.5100,0.5200,0.4900,0.5000
1780580999967,18,btc-updown-5m-1780580700,result,DOWN,0.7500,strong,Strong negative velocity and acceleration align with a dominant recent regime of DOWN winners.,A sudden mean-reversion bounce near the window open could challenge the downward momentum.,Negative raw velocity of -6.15 USD/sec | Negative acceleration of -0.49 USD/sec2 | Recent window context showing a heavy bias toward DOWN outcomes,UP,false,187.3643,0,63770.5330,3.425035,4.005662,1.127568,0.6700,0.9900,0.2000,0.3300
1780581183623,20,btc-updown-5m-1780581300,ok,DOWN,0.6500,medium,Strong negative velocity and recent DOWN dominance in the window context support a continuation of the downward trend despite slight positive acceleration.,Positive acceleration of 0.21 USD/sec^2 suggests the downward move may be decelerating or preparing for a short-term reversal.,Negative smoothed velocity of -1.56 USD/sec | Historical dominance of DOWN winners in recent windows | Current spot price showing downward momentum leading up to the window open,,,181.8071,120,63739.2894,-2.492404,-1.555576,0.210976,0.4800,0.5100,0.5100,0.5200
1780581299968,19,btc-updown-5m-1780581000,result,UP,0.5500,medium,"Positive smoothed velocity indicates upward momentum, though negative acceleration suggests the rate of increase is slowing.",Negative acceleration could lead to a momentum reversal before the window opens.,Positive smoothed velocity of 1.45 USD/sec | Decelerating upward momentum with negative acceleration of -0.63 USD/sec2 | Recent dominance of DOWN winners in the context suggests potential mean reversion,UP,true,155.7357,0,63774.9456,1.657156,2.080317,-0.203217,0.9900,1.0000,0.0100,0.0100
1780581483618,21,btc-updown-5m-1780581600,ok,UP,0.6500,medium,"Positive raw and smoothed velocity indicate upward momentum, despite slight deceleration.",Negative acceleration suggests the upward momentum is slowing down and could reverse near the open.,"Positive raw velocity of 1.71 USD/sec | Positive smoothed velocity of 1.49 USD/sec | Recent windows 18 and 19 both resolved as UP winners, showing a shift in regime",,,145.1214,120,63970.8166,1.706878,1.491289,-0.707772,0.5000,0.5100,0.5000,0.5100
1780581599969,20,btc-updown-5m-1780581300,result,DOWN,0.6500,medium,Strong negative velocity and recent DOWN dominance in the window context support a continuation of the downward trend despite slight positive acceleration.,Positive acceleration of 0.21 USD/sec^2 suggests the downward move may be decelerating or preparing for a short-term reversal.,Negative smoothed velocity of -1.56 USD/sec | Historical dominance of DOWN winners in recent windows | Current spot price showing downward momentum leading up to the window open,UP,false,148.3214,0,64138.5517,1.555024,1.570227,0.238208,0.9900,1.0000,0.0100,0.0100
1780581784705,22,btc-updown-5m-1780581900,ok,DOWN,0.6500,medium,Strong negative velocity and acceleration indicate downward momentum leading into the window open.,High ATR of 141.71 suggests significant volatility that could trigger a sharp reversal.,Negative smoothed velocity of -1.82 USD/sec | Negative acceleration of -0.25 USD/sec^2 | Short-term micro-trend favoring downward pressure,,,141.7143,120,64185.5421,-1.275170,-1.824140,-0.254651,0.5000,0.5100,0.5000,0.5100
1780581899971,21,btc-updown-5m-1780581600,result,UP,0.6500,medium,"Positive raw and smoothed velocity indicate upward momentum, despite slight deceleration.",Negative acceleration suggests the upward momentum is slowing down and could reverse near the open.,"Positive raw velocity of 1.71 USD/sec | Positive smoothed velocity of 1.49 USD/sec | Recent windows 18 and 19 both resolved as UP winners, showing a shift in regime",DOWN,false,136.8429,0,64007.0457,-2.509514,-2.004579,0.137262,0.0100,0.0100,0.9900,1.0000
1780582082916,23,btc-updown-5m-1780582200,ok,DOWN,0.6500,medium,Strong negative raw and smoothed velocity combined with negative acceleration indicates solid downward momentum leading into the window open.,"Recent windows have shown a cluster of UP winners, suggesting potential for sudden mean reversion.",Negative raw velocity of -1.31 USD/sec | Negative acceleration of -0.42 USD/sec2 | Downside momentum persisting in the 2-minute pre-open window,,,141.9857,120,64190.0862,-1.313121,-0.899820,-0.422316,0.4900,0.5000,0.5100,0.5200
1780582199967,22,btc-updown-5m-1780581900,result,DOWN,0.6500,medium,Strong negative velocity and acceleration indicate downward momentum leading into the window open.,High ATR of 141.71 suggests significant volatility that could trigger a sharp reversal.,Negative smoothed velocity of -1.82 USD/sec | Negative acceleration of -0.25 USD/sec^2 | Short-term micro-trend favoring downward pressure,UP,false,149.1000,0,64240.5339,1.902497,0.937596,1.213460,0.9900,1.0000,0.0100,0.0100
1780582382793,24,btc-updown-5m-1780582500,ok,UP,0.6500,medium,Positive smoothed velocity and positive acceleration indicate strong upward micro-momentum leading into the window open.,Short-term mean reversion or sudden volatility spikes could quickly erase the micro-trend.,Positive smoothed velocity of 1.19 USD/sec | Positive acceleration of 0.21 USD/sec2 | Upward momentum persisting in the 2 minutes prior to start,,,152.9714,120,64431.5142,0.625553,1.186207,0.208470,0.4800,0.4900,0.5100,0.5200
1780582499970,23,btc-updown-5m-1780582200,result,DOWN,0.6500,medium,Strong negative raw and smoothed velocity combined with negative acceleration indicates solid downward momentum leading into the window open.,"Recent windows have shown a cluster of UP winners, suggesting potential for sudden mean reversion.",Negative raw velocity of -1.31 USD/sec | Negative acceleration of -0.42 USD/sec2 | Downside momentum persisting in the 2-minute pre-open window,UP,false,151.5286,0,64319.2292,-0.249098,-0.348312,0.264836,0.9900,1.0000,0.0100,0.0100
1780582683494,25,btc-updown-5m-1780582800,ok,UP,0.6500,medium,Strong positive velocity and a dominant UP regime in recent windows support a continuation of upward momentum.,Slight negative acceleration suggests the upward momentum could be losing steam near the window open.,Positive raw and smoothed velocity indicating upward price momentum | Recent window history shows a strong bias toward UP outcomes | Current spot price is supported by positive short-term velocity despite minor deceleration,,,144.1643,120,64354.7509,3.602231,2.260078,-0.041981,0.4900,0.5000,0.5000,0.5100
1780582799972,24,btc-updown-5m-1780582500,result,UP,0.6500,medium,Positive smoothed velocity and positive acceleration indicate strong upward micro-momentum leading into the window open.,Short-term mean reversion or sudden volatility spikes could quickly erase the micro-trend.,Positive smoothed velocity of 1.19 USD/sec | Positive acceleration of 0.21 USD/sec2 | Upward momentum persisting in the 2 minutes prior to start,DOWN,false,149.2143,0,64114.4180,-3.324802,-2.258461,0.168750,0.0100,0.0100,0.9900,1.0000
1780582983519,26,btc-updown-5m-1780583100,ok,DOWN,0.5500,weak,"Negative smoothed velocity indicates ongoing downward momentum, though positive acceleration suggests the descent may be slowing.",Positive acceleration could lead to a trend reversal or bounce before the window opens.,Negative smoothed velocity of -0.52 USD/sec | Positive acceleration of 0.16 USD/sec2 indicating a potential deceleration of the drop | Low recent LLM accuracy of 33.3% suggesting a need to rely more on immediate momentum,,,130.1357,120,64048.1918,-0.231734,-0.523424,0.160375,0.5100,0.5200,0.4900,0.5000
1780583099972,25,btc-updown-5m-1780582800,result,UP,0.6500,medium,Strong positive velocity and a dominant UP regime in recent windows support a continuation of upward momentum.,Slight negative acceleration suggests the upward momentum could be losing steam near the window open.,Positive raw and smoothed velocity indicating upward price momentum | Recent window history shows a strong bias toward UP outcomes | Current spot price is supported by positive short-term velocity despite minor deceleration,UP,true,113.4000,0,64122.8268,3.813411,1.827468,-0.063760,0.9800,0.9900,0.1000,0.1100
1780583283254,27,btc-updown-5m-1780583400,ok,DOWN,0.5500,weak,Negative raw and smoothed velocity combined with negative acceleration suggests short-term downward micro-momentum leading into the window open.,"The historical context shows a strong bias toward UP winners (6 vs 1), which poses a risk of sudden upward mean reversion.",Negative raw velocity of -0.796 USD/sec | Negative acceleration of -0.095 USD/sec2 | Poor recent LLM accuracy suggesting a shift to momentum-following is safer,,,108.1643,120,64084.2443,-0.796547,-0.008998,-0.095030,0.5000,0.5100,0.5000,0.5100
1780583399973,26,btc-updown-5m-1780583100,result,DOWN,0.5500,weak,"Negative smoothed velocity indicates ongoing downward momentum, though positive acceleration suggests the descent may be slowing.",Positive acceleration could lead to a trend reversal or bounce before the window opens.,Negative smoothed velocity of -0.52 USD/sec | Positive acceleration of 0.16 USD/sec2 indicating a potential deceleration of the drop | Low recent LLM accuracy of 33.3% suggesting a need to rely more on immediate momentum,DOWN,true,103.8857,0,64089.7936,2.394268,1.169841,-0.095449,0.0100,0.0200,0.9900,1.0000
1780583583158,28,btc-updown-5m-1780583700,ok,UP,0.6200,medium,Strong positive velocity of nearly 3 USD/sec supports short-term upward continuation despite minor deceleration.,Slight negative acceleration suggests the upward momentum could be peaking or consolidating before the window opens.,Positive raw and smoothed velocity indicating upward momentum | Recent window history showing a higher frequency of UP winners | Current spot price action showing strong immediate buying pressure,,,102.1643,120,63935.7132,3.526388,2.928633,-0.183408,0.5000,0.5100,0.5000,0.5100
1780583699972,27,btc-updown-5m-1780583400,result,DOWN,0.5500,weak,Negative raw and smoothed velocity combined with negative acceleration suggests short-term downward micro-momentum leading into the window open.,"The historical context shows a strong bias toward UP winners (6 vs 1), which poses a risk of sudden upward mean reversion.",Negative raw velocity of -0.796 USD/sec | Negative acceleration of -0.095 USD/sec2 | Poor recent LLM accuracy suggesting a shift to momentum-following is safer,DOWN,true,98.3357,0,64059.0009,1.029978,1.346457,-0.903458,0.0100,0.0200,0.9900,1.0000
1780583883180,29,btc-updown-5m-1780584000,ok,UP,0.6500,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window open, despite slight negative acceleration.",Slight negative acceleration could signal a near-term cooling of the upward move before the window starts.,Positive raw velocity of 1.63 USD/sec | Positive smoothed velocity of 0.77 USD/sec | Recent momentum-based entries showing success in the context,,,101.8000,120,63824.4580,1.633513,0.773647,-0.034905,0.5200,0.5300,0.4700,0.5000
1780583999973,28,btc-updown-5m-1780583700,result,UP,0.6200,medium,Strong positive velocity of nearly 3 USD/sec supports short-term upward continuation despite minor deceleration.,Slight negative acceleration suggests the upward momentum could be peaking or consolidating before the window opens.,Positive raw and smoothed velocity indicating upward momentum | Recent window history showing a higher frequency of UP winners | Current spot price action showing strong immediate buying pressure,DOWN,false,97.8643,0,63835.3974,0.859240,0.514529,0.314845,0.0100,0.0100,0.9900,1.0000
1780584183860,30,btc-updown-5m-1780584300,ok,DOWN,0.5500,weak,Smoothed velocity remains negative despite positive raw velocity and acceleration indicating a potential short-term reversal.,Positive acceleration and raw velocity could trigger an upward reversal before the window opens.,Negative smoothed velocity of -0.199 USD/sec | Positive acceleration of 0.087 USD/sec2 suggesting downward momentum is slowing | Recent windows showing a mix of UP and DOWN winners with no clear dominant trend,,,95.4143,120,63922.4369,0.032766,-0.199075,0.087445,0.5000,0.5100,0.5000,0.5100
1780584299974,29,btc-updown-5m-1780584000,result,UP,0.6500,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window open, despite slight negative acceleration.",Slight negative acceleration could signal a near-term cooling of the upward move before the window starts.,Positive raw velocity of 1.63 USD/sec | Positive smoothed velocity of 0.77 USD/sec | Recent momentum-based entries showing success in the context,UP,true,93.5571,0,63931.6204,-0.696755,-0.213598,0.835039,0.9900,1.0000,0.0100,0.0100
