timestamp,window_id,slug,status,llm_side,llm_confidence,llm_strength,llm_reason,llm_risk,key_drivers,result_winner,result_correct,current_atr,secs_to_start,spot_price,spot_velocity_usd_per_sec,spot_smoothed_velocity_usd_per_sec,spot_acceleration_usd_per_sec2,up_bid,up_ask,down_bid,down_ask
1780586882628,13,btc-updown-15m-1780587000,ok,UP,0.6500,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window open, despite minor deceleration.",Slight negative acceleration suggests the upward move could be losing steam near the open.,Positive raw velocity of 0.31 USD/sec | Positive smoothed velocity of 0.25 USD/sec | Upward momentum aligns with recent successful UP windows in the context history,,,105.5929,120,63963.5982,0.305595,0.246145,-0.039901,0.5200,0.5300,0.4800,0.4900
1780586999304,12,btc-updown-15m-1780586100,result,UP,0.5500,weak,"Positive raw and smoothed velocity indicate short-term upward momentum, though negative acceleration suggests the move may be slowing.",Negative acceleration could lead to a momentum reversal or flat trading near the window open.,Positive raw velocity of 1.75 USD/sec | Positive smoothed velocity indicating a short-term upward trend | Decelerating momentum as shown by negative acceleration,DOWN,false,102.3214,0,63919.1606,0.187779,0.217234,-0.411779,0.0100,0.0200,0.9900,1.0000
1780587782829,14,btc-updown-15m-1780587900,ok,UP,0.5500,weak,Positive acceleration suggests the downward momentum is slowing down and potentially reversing upwards near the window open.,"Raw velocity remains negative, which could carry the downward trend into the start of the window.","Positive acceleration of 0.4145 USD/sec2 | Smoothed velocity is near neutral at -0.0647 USD/sec | Recent LLM accuracy is moderate at 50%, warranting a cautious contrarian stance against the immediate raw negative velocity",,,88.9857,120,63742.9594,-0.364236,-0.064664,0.414530,0.5100,0.5200,0.4900,0.5000
1780587899306,13,btc-updown-15m-1780587000,result,UP,0.6500,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window open, despite minor deceleration.",Slight negative acceleration suggests the upward move could be losing steam near the open.,Positive raw velocity of 0.31 USD/sec | Positive smoothed velocity of 0.25 USD/sec | Upward momentum aligns with recent successful UP windows in the context history,DOWN,false,92.1214,0,63774.0975,-1.399329,-0.674164,-0.022420,0.0100,0.0100,0.9900,1.0000
1780588683169,15,btc-updown-15m-1780588800,ok,UP,0.6200,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window open, despite a minor negative acceleration.",Slight negative acceleration could signal momentum exhaustion before the window lock-in.,"Positive raw velocity of 1.93 USD/sec | Smoothed velocity remains positive at 1.20 USD/sec | Recent window context shows a high frequency of DOWN winners, suggesting potential mean reversion to UP",,,80.9643,120,63872.6270,1.933007,1.195465,-0.114240,0.5000,0.5100,0.5000,0.5100
1780588799308,14,btc-updown-15m-1780587900,result,UP,0.5500,weak,Positive acceleration suggests the downward momentum is slowing down and potentially reversing upwards near the window open.,"Raw velocity remains negative, which could carry the downward trend into the start of the window.","Positive acceleration of 0.4145 USD/sec2 | Smoothed velocity is near neutral at -0.0647 USD/sec | Recent LLM accuracy is moderate at 50%, warranting a cautious contrarian stance against the immediate raw negative velocity",UP,true,81.8857,0,63828.5390,-2.845398,-2.282796,0.131632,0.9900,1.0000,0.0100,0.0100
1780589582542,16,btc-updown-15m-1780589700,ok,DOWN,0.5500,weak,"Negative smoothed velocity and acceleration suggest downward momentum, aligning with recent poor LLM accuracy which warrants leaning on current trend indicators.","Raw velocity is slightly positive, indicating potential short-term volatility or a minor reversal near the window open.",Negative smoothed velocity of -0.31 USD/sec | Negative acceleration of -0.21 USD/sec2 | Low recent LLM accuracy of 42.86% suggesting a shift to momentum-based signals,,,72.0286,120,63649.8104,0.233802,-0.307984,-0.207767,0.5000,0.5100,0.5000,0.5100
1780589699312,15,btc-updown-15m-1780588800,result,UP,0.6200,medium,"Positive raw and smoothed velocity indicate upward momentum leading into the window open, despite a minor negative acceleration.",Slight negative acceleration could signal momentum exhaustion before the window lock-in.,"Positive raw velocity of 1.93 USD/sec | Smoothed velocity remains positive at 1.20 USD/sec | Recent window context shows a high frequency of DOWN winners, suggesting potential mean reversion to UP",DOWN,false,74.5571,0,63600.9644,-0.149412,-0.076707,0.007887,0.0100,0.0100,0.9900,1.0000
1780590482113,17,btc-updown-15m-1780590600,ok,DOWN,0.6200,medium,Strong negative velocity and smoothed velocity indicate downward momentum leading into the window open.,"Positive acceleration suggests the downward move may be decelerating, posing a risk of a quick reversal.",Negative raw velocity of -1.00 USD/sec | Negative smoothed velocity of -1.15 USD/sec | Recent window context showing a higher frequency of DOWN winners,,,84.8571,120,63572.8234,-0.997776,-1.149873,0.181060,0.5100,0.5200,0.4900,0.5000
1780590599312,16,btc-updown-15m-1780589700,result,DOWN,0.5500,weak,"Negative smoothed velocity and acceleration suggest downward momentum, aligning with recent poor LLM accuracy which warrants leaning on current trend indicators.","Raw velocity is slightly positive, indicating potential short-term volatility or a minor reversal near the window open.",Negative smoothed velocity of -0.31 USD/sec | Negative acceleration of -0.21 USD/sec2 | Low recent LLM accuracy of 42.86% suggesting a shift to momentum-based signals,DOWN,true,88.9357,0,63578.2403,-0.371009,-0.879339,-0.537696,0.0100,0.0200,0.9900,1.0000
1780591383140,18,btc-updown-15m-1780591500,ok,UP,0.6200,medium,"Strong positive raw and smoothed velocity indicates upward momentum leading into the window open, despite recent DOWN dominance in the historical context.",Slight negative acceleration suggests the upward momentum could be slowing down before the window starts.,Positive raw velocity of 4.73 USD/sec | Smoothed velocity remains positive at 2.96 USD/sec | Parity pricing on UP contracts offers a fair entry point,,,97.3500,120,63769.2365,4.730326,2.962978,-0.327446,0.5000,0.5100,0.4900,0.5000
1780591499315,17,btc-updown-15m-1780590600,result,DOWN,0.6200,medium,Strong negative velocity and smoothed velocity indicate downward momentum leading into the window open.,"Positive acceleration suggests the downward move may be decelerating, posing a risk of a quick reversal.",Negative raw velocity of -1.00 USD/sec | Negative smoothed velocity of -1.15 USD/sec | Recent window context showing a higher frequency of DOWN winners,UP,false,98.8214,0,63707.4872,-1.716159,-1.311946,0.200135,0.9900,1.0000,0.0100,0.0100
1780592282706,19,btc-updown-15m-1780592400,ok,DOWN,0.6200,medium,Negative raw and smoothed velocity combined with a strong historical dominance of DOWN winners in recent windows supports a downward continuation.,Slight positive acceleration could indicate a near-term bottoming out or reversal before the window opens.,Negative raw velocity of -0.428 USD/sec | Historical regime showing 5 DOWN winners versus only 1 UP winner | Smoothed velocity remains negative despite minor positive acceleration,,,89.8143,120,63472.0309,-0.427619,-0.028383,0.002467,0.5200,0.5300,0.4800,0.4900
1780592399317,18,btc-updown-15m-1780591500,result,UP,0.6200,medium,"Strong positive raw and smoothed velocity indicates upward momentum leading into the window open, despite recent DOWN dominance in the historical context.",Slight negative acceleration suggests the upward momentum could be slowing down before the window starts.,Positive raw velocity of 4.73 USD/sec | Smoothed velocity remains positive at 2.96 USD/sec | Parity pricing on UP contracts offers a fair entry point,DOWN,false,90.8357,0,63494.4198,0.442293,0.280482,-0.026205,0.0010,0.0080,0.9990,1.0090
1780593182717,20,btc-updown-15m-1780593300,ok,DOWN,0.6800,medium,Strong negative velocity and acceleration align with a recent regime dominated by DOWN outcomes.,A sudden mean-reversion bounce near the window open could invalidate the short-term downward momentum.,Negative raw velocity of -2.56 USD/sec | Negative acceleration of -0.51 USD/sec2 | Historical dominance of DOWN winners in recent windows,,,71.0357,120,63591.4365,-2.556155,-1.415408,-0.509872,0.4900,0.5000,0.5100,0.5200
1780593299316,19,btc-updown-15m-1780592400,result,DOWN,0.6200,medium,Negative raw and smoothed velocity combined with a strong historical dominance of DOWN winners in recent windows supports a downward continuation.,Slight positive acceleration could indicate a near-term bottoming out or reversal before the window opens.,Negative raw velocity of -0.428 USD/sec | Historical regime showing 5 DOWN winners versus only 1 UP winner | Smoothed velocity remains negative despite minor positive acceleration,UP,false,73.5429,0,63515.3242,0.225444,0.132360,-0.010188,0.9900,1.0000,0.0100,0.0100
1780594083085,21,btc-updown-15m-1780594200,ok,UP,0.5500,medium,Positive acceleration and smoothed velocity suggest an upward momentum shift despite recent short-term downward raw velocity.,Low recent LLM accuracy and a historical dominance of DOWN winners in recent windows present a contrarian risk.,"Positive acceleration of 0.577 USD/sec2 indicates building upward momentum | Smoothed velocity remains positive at 0.295 USD/sec | Recent market regime has heavily favored DOWN winners, suggesting a potential mean-reversion opportunity for UP",,,93.9214,120,63157.3728,-0.855119,0.295041,0.577460,0.5100,0.5200,0.4900,0.5000
1780594199318,20,btc-updown-15m-1780593300,result,DOWN,0.6800,medium,Strong negative velocity and acceleration align with a recent regime dominated by DOWN outcomes.,A sudden mean-reversion bounce near the window open could invalidate the short-term downward momentum.,Negative raw velocity of -2.56 USD/sec | Negative acceleration of -0.51 USD/sec2 | Historical dominance of DOWN winners in recent windows,DOWN,true,89.6571,0,63146.8793,1.924699,1.148290,0.008358,0.0010,0.0010,0.9990,1.0090
1780594982706,22,btc-updown-15m-1780595100,ok,DOWN,0.6500,medium,"Negative raw and smoothed velocities indicate ongoing downward momentum, and the DOWN contract is currently priced attractively near parity at 0.45.",Positive acceleration suggests the downward move may be decelerating or preparing for a short-term reversal.,Negative raw velocity of -0.51 USD/sec | Negative smoothed velocity of -0.21 USD/sec | Historical regime dominance of DOWN winners in recent windows,,,79.7286,120,62916.1819,-0.506956,-0.207611,0.368781,0.5600,0.5700,0.4400,0.4500
1780595099319,21,btc-updown-15m-1780594200,result,UP,0.5500,medium,Positive acceleration and smoothed velocity suggest an upward momentum shift despite recent short-term downward raw velocity.,Low recent LLM accuracy and a historical dominance of DOWN winners in recent windows present a contrarian risk.,"Positive acceleration of 0.577 USD/sec2 indicates building upward momentum | Smoothed velocity remains positive at 0.295 USD/sec | Recent market regime has heavily favored DOWN winners, suggesting a potential mean-reversion opportunity for UP",DOWN,false,81.5571,0,62967.5200,1.031171,0.884069,-0.094385,0.0100,0.0100,0.9900,1.0000
1780595882280,23,btc-updown-15m-1780596000,ok,UP,0.5500,medium,Positive raw and smoothed velocity combined with positive acceleration indicates upward momentum leading into the window open.,"Recent windows have been heavily dominated by DOWN winners, indicating a potential structural bearish regime despite short-term upward momentum.",Positive raw velocity of 1.23 USD/sec | Positive acceleration of 0.12 USD/sec2 | Poor recent LLM accuracy suggests leaning heavily on current momentum indicators over historical priors,,,130.8857,120,63477.4575,1.232801,0.946365,0.118767,0.5000,0.5100,0.5000,0.5100
1780595999325,22,btc-updown-15m-1780595100,result,DOWN,0.6500,medium,"Negative raw and smoothed velocities indicate ongoing downward momentum, and the DOWN contract is currently priced attractively near parity at 0.45.",Positive acceleration suggests the downward move may be decelerating or preparing for a short-term reversal.,Negative raw velocity of -0.51 USD/sec | Negative smoothed velocity of -0.21 USD/sec | Historical regime dominance of DOWN winners in recent windows,UP,false,139.4500,0,63462.8483,0.287838,-0.000924,-0.108198,0.9900,1.0000,0.0100,0.0100
